,WPSNR,NWPSNR
0935.jpg,48.738,0.923
0936.jpg,47.898,0.877
0937.jpg,48.639,0.918
0938.jpg,48.657,0.919
0939.jpg,48.519,0.911
0940.jpg,48.739,0.924
0941.jpg,48.814,0.928
0942.jpg,48.884,0.932
0943.jpg,47.95,0.88
0944.jpg,49.093,0.943
0945.jpg,49.052,0.941
0946.jpg,48.908,0.933
0947.jpg,48.957,0.936
0948.jpg,48.111,0.889
0949.jpg,49.106,0.944
0950.jpg,49.007,0.938
0951.jpg,48.849,0.93
0952.jpg,49.03,0.94
0953.jpg,49.069,0.942
0954.jpg,48.777,0.926
0955.jpg,48.694,0.921
0956.jpg,48.962,0.936
0957.jpg,48.763,0.925
0958.jpg,49.026,0.939
0959.jpg,49.14,0.946
0960.jpg,48.514,0.911
0961.jpg,48.802,0.927
0962.jpg,48.521,0.911
0963.jpg,48.89,0.932
0964.jpg,49.071,0.942
0965.jpg,48.957,0.936
0966.jpg,48.911,0.933
0967.jpg,48.893,0.932
0968.jpg,49.124,0.945
0969.jpg,49.142,0.946
0970.jpg,48.983,0.937
0971.jpg,48.75,0.924
0972.jpg,47.891,0.877
0973.jpg,48.764,0.925
0974.jpg,49.023,0.939
0975.jpg,48.793,0.927
0976.jpg,47.918,0.878
0977.jpg,48.067,0.886
0978.jpg,48.103,0.888
0979.jpg,46.917,0.823
0980.jpg,45.837,0.763
0981.jpg,45.524,0.745
0982.jpg,47.537,0.857
0983.jpg,47.435,0.851
0984.jpg,47.408,0.85
0985.jpg,48.304,0.899
0986.jpg,48.303,0.899
0987.jpg,48.433,0.907
0988.jpg,48.217,0.895
0989.jpg,48.436,0.907
0990.jpg,48.436,0.907
0991.jpg,48.101,0.888
0992.jpg,48.451,0.908
0993.jpg,48.546,0.913
0994.jpg,47.48,0.854
0995.jpg,48.725,0.923
0996.jpg,48.219,0.895
0997.jpg,48.708,0.922
0998.jpg,47.326,0.845
0999.jpg,47.886,0.876
1000.jpg,48.417,0.906
1001.jpg,48.507,0.911
1002.jpg,48.452,0.908
1003.jpg,48.301,0.899
1004.jpg,48.209,0.894
1005.jpg,48.1,0.888
1006.jpg,47.563,0.858
1007.jpg,47.312,0.844
1008.jpg,47.103,0.833
1009.jpg,47.529,0.856
1010.jpg,47.626,0.862
1011.jpg,48.204,0.894
1012.jpg,48.005,0.883
1013.jpg,47.961,0.88
1014.jpg,48.432,0.907
1015.jpg,48.638,0.918
1016.jpg,48.464,0.908
1017.jpg,48.432,0.907
1018.jpg,48.534,0.912
1019.jpg,48.544,0.913
1020.jpg,47.464,0.853
1021.jpg,47.883,0.876
1022.jpg,47.989,0.882
1023.jpg,47.81,0.872
1024.jpg,47.987,0.882
1025.jpg,48.301,0.899
1026.jpg,48.365,0.903
1027.jpg,48.39,0.904
1028.jpg,48.65,0.919
1029.jpg,48.658,0.919
1030.jpg,48.738,0.923
1031.jpg,48.433,0.907
1032.jpg,47.782,0.871
1033.jpg,48.19,0.893
1034.jpg,48.705,0.922
1035.jpg,47.67,0.864
1036.jpg,48.223,0.895
1037.jpg,48.532,0.912
1038.jpg,48.65,0.919
1039.jpg,48.175,0.892
1040.jpg,48.061,0.886
1041.jpg,48.276,0.898
1042.jpg,48.84,0.929
1043.jpg,48.02,0.884
1044.jpg,48.136,0.89
1045.jpg,48.46,0.908
1046.jpg,48.357,0.902
1047.jpg,48.894,0.932
1048.jpg,47.894,0.877
1049.jpg,49.018,0.939
1050.jpg,48.655,0.919
1051.jpg,48.338,0.901
1052.jpg,48.517,0.911
1053.jpg,48.6,0.916
1054.jpg,48.422,0.906
1055.jpg,48.531,0.912
1056.jpg,47.764,0.87
1057.jpg,47.975,0.881
1058.jpg,47.739,0.868
1059.jpg,48.558,0.914
1060.jpg,48.965,0.936
1061.jpg,48.996,0.938
1062.jpg,48.84,0.929
1063.jpg,48.209,0.894
1064.jpg,48.097,0.888
1065.jpg,48.605,0.916
1066.jpg,48.788,0.926
1067.jpg,48.815,0.928
1068.jpg,48.213,0.894
1069.jpg,48.06,0.886
1070.jpg,47.83,0.873
1071.jpg,47.622,0.862
1072.jpg,42.7,0.589
1073.jpg,46.367,0.792
1074.jpg,43.944,0.658
1075.jpg,44.059,0.664
1076.jpg,41.026,0.496
1077.jpg,39.469,0.41
1078.jpg,45.73,0.757
1079.jpg,37.149,0.281
1080.jpg,37.879,0.322
1081.jpg,39.006,0.384
1082.jpg,39.323,0.402
1083.jpg,38.447,0.353
1084.jpg,39.782,0.427
1085.jpg,46.759,0.814
1086.jpg,47.716,0.867
1087.jpg,47.665,0.864
1088.jpg,44.73,0.701
1089.jpg,46.703,0.811
1090.jpg,43.808,0.65
1091.jpg,42.536,0.58
1092.jpg,40.84,0.486
1093.jpg,35.992,0.217
1094.jpg,40.687,0.477
1095.jpg,44.347,0.68
1096.jpg,45.794,0.76
1097.jpg,46.761,0.814
1098.jpg,47.258,0.841
1099.jpg,48.611,0.916
1100.jpg,48.262,0.897
1101.jpg,48.075,0.887
1102.jpg,48.548,0.913
1103.jpg,47.863,0.875
1104.jpg,47.598,0.86
1105.jpg,48.045,0.885
1106.jpg,48.801,0.927
1107.jpg,48.629,0.917
1108.jpg,48.666,0.92
1109.jpg,48.445,0.907
1110.jpg,48.578,0.915
1111.jpg,48.482,0.909
1112.jpg,48.506,0.911
1113.jpg,48.756,0.924
1114.jpg,48.214,0.894
1115.jpg,48.552,0.913
1116.jpg,47.795,0.871
1117.jpg,48.635,0.918
1118.jpg,48.571,0.914
1119.jpg,48.967,0.936
1120.jpg,48.983,0.937
1121.jpg,48.975,0.937
1122.jpg,48.535,0.912
1123.jpg,45.183,0.726
1124.jpg,47.57,0.859
1125.jpg,48.497,0.91
1126.jpg,48.52,0.911
1127.jpg,48.653,0.919
1128.jpg,48.424,0.906
1129.jpg,48.481,0.909
1130.jpg,49.409,0.961
1131.jpg,49.23,0.951
1132.jpg,49.093,0.943
1133.jpg,49.039,0.94
1134.jpg,49.191,0.949
1135.jpg,48.746,0.924
1136.jpg,48.585,0.915
1137.jpg,48.086,0.887
1138.jpg,48.231,0.895
1139.jpg,47.774,0.87
1140.jpg,48.191,0.893
1141.jpg,48.833,0.929
1142.jpg,48.944,0.935
1143.jpg,49.141,0.946
1144.jpg,49.166,0.947
1145.jpg,46.739,0.813
1146.jpg,48.44,0.907
1147.jpg,47.761,0.869
1148.jpg,47.928,0.879
1149.jpg,44.778,0.704
1150.jpg,43.987,0.66
1151.jpg,46.908,0.822
1152.jpg,36.291,0.233
1153.jpg,37.347,0.292
1154.jpg,39.992,0.439
1155.jpg,44.834,0.707
1156.jpg,41.263,0.509
1157.jpg,36.995,0.273
1158.jpg,35.361,0.182
1159.jpg,35.585,0.194
1160.jpg,34.202,0.118
1161.jpg,33.919,0.102
1162.jpg,37.175,0.282
1163.jpg,42.133,0.557
1164.jpg,43.333,0.624
1165.jpg,44.804,0.705
1166.jpg,44.876,0.709
1167.jpg,45.441,0.741
1168.jpg,43.902,0.655
1169.jpg,42.105,0.556
1170.jpg,45.311,0.734
1171.jpg,45.473,0.743
1172.jpg,45.243,0.73
1173.jpg,44.652,0.697
1174.jpg,45.76,0.758
1175.jpg,47.638,0.863
1176.jpg,47.298,0.844
1177.jpg,47.982,0.882
1178.jpg,47.857,0.875
1179.jpg,46.403,0.794
1180.jpg,47.609,0.861
1181.jpg,47.022,0.828
1182.jpg,47.858,0.875
1183.jpg,47.094,0.832
1184.jpg,48.589,0.915
1185.jpg,48.555,0.913
1186.jpg,48.452,0.908
1187.jpg,49.021,0.939
1188.jpg,48.563,0.914
1189.jpg,48.888,0.932
1190.jpg,49.08,0.942
1191.jpg,48.482,0.909
1192.jpg,49.233,0.951
1193.jpg,49.444,0.963
1194.jpg,49.4,0.96
1195.jpg,49.402,0.96
1196.jpg,49.351,0.957
1197.jpg,49.632,0.973
1198.jpg,49.571,0.97
1199.jpg,49.535,0.968
1200.jpg,48.758,0.925
1201.jpg,49.246,0.952
1202.jpg,49.295,0.954
1203.jpg,49.26,0.952
1204.jpg,49.434,0.962
1205.jpg,49.416,0.961
1206.jpg,49.519,0.967
1207.jpg,49.387,0.959
1208.jpg,49.463,0.964
1209.jpg,49.317,0.956
1210.jpg,48.955,0.936
