,WPSNR,NWPSNR
0935.jpg,33.712,0.4
0936.jpg,33.916,0.407
0937.jpg,33.829,0.404
0938.jpg,33.325,0.386
0939.jpg,32.71,0.364
0940.jpg,32.137,0.344
0941.jpg,31.872,0.334
0942.jpg,31.673,0.327
0943.jpg,31.574,0.324
0944.jpg,31.848,0.333
0945.jpg,31.419,0.318
0946.jpg,31.824,0.332
0947.jpg,31.865,0.334
0948.jpg,31.823,0.332
0949.jpg,32.121,0.343
0950.jpg,32.301,0.35
0951.jpg,32.333,0.351
0952.jpg,32.22,0.347
0953.jpg,32.255,0.348
0954.jpg,32.307,0.35
0955.jpg,32.307,0.35
0956.jpg,32.252,0.348
0957.jpg,32.237,0.347
0958.jpg,32.196,0.346
0959.jpg,32.221,0.347
0960.jpg,32.188,0.346
0961.jpg,32.376,0.352
0962.jpg,32.682,0.363
0963.jpg,32.734,0.365
0964.jpg,32.659,0.362
0965.jpg,32.559,0.359
0966.jpg,32.369,0.352
0967.jpg,32.303,0.35
0968.jpg,32.167,0.345
0969.jpg,32.171,0.345
0970.jpg,32.007,0.339
0971.jpg,32.019,0.339
0972.jpg,32.081,0.342
0973.jpg,32.306,0.35
0974.jpg,32.505,0.357
0975.jpg,32.674,0.363
0976.jpg,32.696,0.364
0977.jpg,32.679,0.363
0978.jpg,32.544,0.358
0979.jpg,32.478,0.356
0980.jpg,32.414,0.354
0981.jpg,32.415,0.354
0982.jpg,32.457,0.355
0983.jpg,32.513,0.357
0984.jpg,32.511,0.357
0985.jpg,32.507,0.357
0986.jpg,32.483,0.356
0987.jpg,32.369,0.352
0988.jpg,32.311,0.35
0989.jpg,32.271,0.348
0990.jpg,32.337,0.351
0991.jpg,32.283,0.349
0992.jpg,32.337,0.351
0993.jpg,32.351,0.351
0994.jpg,32.312,0.35
0995.jpg,32.311,0.35
0996.jpg,32.051,0.341
0997.jpg,32.211,0.346
0998.jpg,32.041,0.34
0999.jpg,31.879,0.334
1000.jpg,31.904,0.335
1001.jpg,31.765,0.33
1002.jpg,31.849,0.333
1003.jpg,31.731,0.329
1004.jpg,31.755,0.33
1005.jpg,31.797,0.332
1006.jpg,31.924,0.336
1007.jpg,31.805,0.332
1008.jpg,31.991,0.338
1009.jpg,32.785,0.367
1010.jpg,33.241,0.383
1011.jpg,33.26,0.384
1012.jpg,33.004,0.375
1013.jpg,33.265,0.384
1014.jpg,33.97,0.409
1015.jpg,34.983,0.446
1016.jpg,35.92,0.479
1017.jpg,36.809,0.511
1018.jpg,37.328,0.53
1019.jpg,38.674,0.578
1020.jpg,42.802,0.725
1021.jpg,46.347,0.852
1022.jpg,47.773,0.903
1023.jpg,47.009,0.876
1024.jpg,46.797,0.868
1025.jpg,47.109,0.88
1026.jpg,46.441,0.856
1027.jpg,47.673,0.9
1028.jpg,47.373,0.889
1029.jpg,45.113,0.808
1030.jpg,38.726,0.58
1031.jpg,37.528,0.537
1032.jpg,32.382,0.352
1033.jpg,33.122,0.379
1034.jpg,31.456,0.319
1035.jpg,33.812,0.404
1036.jpg,33.731,0.401
1037.jpg,32.409,0.353
1038.jpg,33.008,0.375
1039.jpg,30.43,0.283
1040.jpg,29.958,0.266
1041.jpg,33.177,0.381
1042.jpg,35.68,0.471
1043.jpg,36.577,0.503
1044.jpg,38.922,0.587
1045.jpg,41.792,0.689
1046.jpg,42.909,0.729
1047.jpg,44.526,0.787
1048.jpg,45.46,0.821
1049.jpg,47.022,0.877
1050.jpg,47.857,0.906
1051.jpg,48.778,0.939
1052.jpg,48.561,0.932
1053.jpg,47.581,0.897
1054.jpg,47.195,0.883
1055.jpg,47.163,0.882
1056.jpg,46.12,0.844
1057.jpg,47.492,0.893
1058.jpg,47.254,0.885
1059.jpg,47.686,0.9
1060.jpg,47.185,0.882
1061.jpg,47.557,0.896
1062.jpg,47.509,0.894
1063.jpg,47.845,0.906
1064.jpg,45.694,0.829
1065.jpg,42.841,0.727
1066.jpg,41.713,0.686
1067.jpg,36.281,0.492
1068.jpg,34.677,0.435
1069.jpg,32.551,0.359
1070.jpg,31.306,0.314
1071.jpg,34.002,0.41
1072.jpg,32.227,0.347
1073.jpg,32.718,0.364
1074.jpg,32.384,0.353
1075.jpg,31.352,0.316
1076.jpg,34.664,0.434
1077.jpg,34.386,0.424
1078.jpg,33.145,0.38
1079.jpg,36.659,0.506
1080.jpg,38.977,0.589
1081.jpg,37.693,0.543
1082.jpg,38.743,0.58
1083.jpg,41.574,0.682
1084.jpg,36.929,0.515
1085.jpg,38.775,0.581
1086.jpg,39.969,0.624
1087.jpg,37.644,0.541
1088.jpg,39.883,0.621
1089.jpg,43.095,0.736
1090.jpg,48.024,0.912
1091.jpg,48.382,0.925
1092.jpg,47.673,0.9
1093.jpg,48.596,0.933
1094.jpg,48.154,0.917
1095.jpg,48.508,0.93
1096.jpg,48.53,0.931
1097.jpg,48.73,0.938
1098.jpg,48.502,0.93
